"year","date","transect.location","transectID","reader","pointno","pellet.count","notes"
2014,2014-04-26 00:00:00,"white oak to pecks pond","E","BF",44,0,NA
2014,2014-04-26 00:00:00,"white oak to pecks pond","E","BF",45,0,NA
2014,2014-04-26 00:00:00,"white oak to pecks pond","E","BF",46,0,NA
2014,2014-04-26 00:00:00,"white oak to pecks pond","E","BF",47,0,NA
2014,2014-04-26 00:00:00,"white oak to pecks pond","E","BF",48,0,NA
2014,2014-04-26 00:00:00,"white oak to pecks pond","E","BF",49,0,NA
2014,2014-04-26 00:00:00,"white oak to pecks pond","E","BF",50,0,NA
2014,2014-04-26 00:00:00,"white oak to pecks pond","E","BF",51,0,NA
2014,2014-04-26 00:00:00,"white oak to pecks pond","E","BF",52,1,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",1,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",2,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",3,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",4,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",5,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",6,1,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",7,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",8,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",9,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",10,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",11,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",12,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",13,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",14,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",15,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",16,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",17,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",18,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",19,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",20,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",21,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",22,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",23,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",24,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",25,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",26,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",27,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",28,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",29,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",30,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",31,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",32,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",33,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",34,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",35,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",36,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",37,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",38,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",39,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",40,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",41,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",42,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",43,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",44,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",45,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",46,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",47,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",48,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",49,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",50,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",51,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",52,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",53,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",54,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",55,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",56,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",57,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",58,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",59,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",60,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",61,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",62,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",63,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",64,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",65,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",66,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",67,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",68,0,NA
2014,2014-04-26 00:00:00,"old west point rd to bog meadow","J","JB1",69,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",1,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",2,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",3,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",4,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",5,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",6,1,"beaver swamp"
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",7,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",8,0,"birch saplings"
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",9,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",10,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",11,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",12,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",13,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",14,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",15,0,"pellet group close to plot but just out; near clearcut"
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",16,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",17,0,"beech saplings"
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",18,0,"birch saplings"
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",19,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",20,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",21,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",22,1,"Frog Hill"
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",23,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",24,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",25,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",26,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",27,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",28,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",29,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",30,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",31,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",32,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",33,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",34,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",35,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",36,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",37,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",38,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",39,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",40,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",41,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",42,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",43,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",44,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",45,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",46,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",47,0,NA
2014,2014-04-26 00:00:00,"beaverswamp to peck rd gate","D","BS",48,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",1,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",2,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",3,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",4,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",5,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",6,0,"bear drop"
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",7,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",8,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",9,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",10,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",11,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",12,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",13,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",14,0,"deer"
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",15,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",16,0,"deer hair skin"
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",17,0,"bear drop"
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",18,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",19,0,"trail"
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",20,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",21,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",22,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",23,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",24,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",25,0,"road"
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",26,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",27,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",28,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",29,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",30,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",31,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",32,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",33,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",34,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",35,0,NA
2014,2014-04-26 00:00:00,"jims to jupiter boulder",NA,"HJ",36,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",1,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",2,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",3,1,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",4,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",5,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",6,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",7,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",8,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",9,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",10,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",11,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",12,2,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",13,0,"road"
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",14,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",15,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",16,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",17,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",18,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",19,0,"trail"
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",20,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",21,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",22,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",23,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",24,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",25,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",26,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",27,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",28,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",29,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",30,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",31,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",32,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",33,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",34,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",35,0,"garter snake"
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",36,0,"trail"
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",37,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",38,0,"trail"
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",39,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",40,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",41,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",42,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",43,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",44,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",45,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",46,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",47,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",48,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",49,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",50,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",51,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",52,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",53,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",54,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",55,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",56,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",57,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",58,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",59,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",60,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",61,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",62,1,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",63,0,NA
2014,2014-04-26 00:00:00,"split rock to continental",NA,"HJ",64,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",1,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",2,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",3,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",4,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",5,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",6,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",7,0,"deer scraping"
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",8,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",9,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",10,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",11,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",12,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",13,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",14,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",15,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",16,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",17,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",18,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",19,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",20,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",21,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",22,0,"road edge"
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",23,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",24,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",25,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",26,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",27,0,"sugar maple sapling"
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",28,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",29,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",30,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",31,1,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",32,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",33,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",34,0,NA
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",35,0,"water"
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",36,0,"water"
2014,2014-04-26 00:00:00,"old west point rd to continental",NA,"HJ",37,0,"continental rd"
